,water_depth,latitude,longitude,distance_to_shore,timezone,jurisdiction
2139,3923.5068,35.3344,-123.234,161447.11,-8,Federal
2140,828.2107,35.3286,-121.427,38301.832,-8,Federal
2141,267.1402,35.3377,-121.081,15314.196,-8,Federal
2142,925.9496,35.3294,-121.598,46452.97,-8,Federal
2143,3968.791,35.3464,-123.372,170108.95,-8,Federal
2144,435.465,35.3376,-121.192,21781.041,-8,Federal
2145,3954.2183,35.3365,-123.411,173559.33,-8,Federal
2146,578.0824,35.3414,-121.306,29074.982,-8,Federal
2147,3542.5598,35.3454,-122.608,119652.82,-8,Federal
2148,4054.7795,35.3528,-124.015,218121.84,-8,Federal
2149,1778.03,35.352,-121.869,62917.582,-8,Federal
2150,4020.0894,35.3414,-123.515,180714.12,-8,Federal
2151,4195.2715,35.3542,-124.274,238782.73,-8,Federal
2152,1591.2104,35.3387,-121.834,61154.973,-8,Federal
2153,4210.223,35.3546,-124.344,244450.3,-8,Federal
2154,1029.2878,35.3537,-121.634,46462.94,-8,Federal
2155,3742.6384,35.3563,-122.476,108818.43,-8,Federal
2156,244.3883,35.35,-121.072,13726.389,-8,Federal
2157,89.0,35.3518,-120.957,7925.7,-8,Federal
2158,4054.3728,35.3485,-123.85,205464.45,-8,Federal
2159,3935.0947,35.3468,-122.987,144232.36,-8,Federal
2160,4213.1304,35.3537,-124.321,242622.61,-8,Federal
2161,502.0,35.359,-121.268,25186.344,-8,Federal
2162,3717.3691,35.363,-122.901,137441.19,-8,Federal
2163,2565.2385,35.3596,-122.055,77187.125,-8,Federal
2164,3317.6995,35.3678,-122.128,82822.63,-8,Federal
2165,2399.7798,35.3612,-122.034,75399.07,-8,Federal
2166,3692.849,35.3629,-122.927,139102.22,-8,Federal
2167,4010.2954,35.3568,-123.504,178893.38,-8,Federal
2168,3893.2283,35.3564,-123.103,151102.33,-8,Federal
2169,2075.7786,35.3689,-121.951,68325.234,-8,Federal
2170,596.2852,35.3657,-121.336,29342.207,-8,Federal
2171,934.0,35.3588,-121.497,38692.285,-8,Federal
2172,2292.6099,35.3632,-122.014,73677.94,-8,Federal
2173,1038.9147,35.3661,-121.593,42978.816,-8,Federal
